20110204, 159.1800, 164.2000, 158.6800, 164.0000, 25371100
20110128, 155.4200, 164.3500, 155.3300, 159.2100, 32502900
20110121, 149.8200, 156.7800, 149.3800, 155.5000, 35766800
20110114, 147.5800, 150.0000, 146.7500, 150.0000, 19878500
20110107, 147.2100, 148.8600, 146.6400, 147.9300, 23486200
20101231, 145.1200, 147.5000, 145.0000, 146.7600, 14684300
20101223, 145.3900, 146.4000, 144.3300, 145.8900, 13585400
20101217, 145.1400, 146.0100, 144.1500, 145.0000, 28194800
20101210, 144.5400, 146.2999, 143.5200, 144.8200, 21020900
20101203, 143.5300, 145.8500, 141.2800, 145.3800, 28622500
20101126, 144.0000, 146.4400, 142.3300, 143.9000, 15256400
20101119, 143.8900, 145.3500, 141.1800, 145.0500, 24207800
